feature_name,importance
id_17_ohe___MISSING__,8.900420060337074e-05
id_11_ohe_97.12000274658205,7.503867686525983e-05
card6_ohe___MISSING__,6.310166487357857e-05
id_28_ohe_Found,5.947425405562576e-05
c7_imputed,5.7978561451276624e-05
v263_imputed,5.009633790044744e-05
id_36_ohe___MISSING__,4.817219181116282e-05
id_01_ohe_-100.0,4.2324412910913106e-05
id_17_ohe_106.0,3.5219668380703874e-05
identity_present_imputed,3.06194694158837e-05
id_17_ohe_121.0,2.7398911927902635e-05
productcd_ohe_S,2.6243489701176805e-05
id_17_ohe_159.0,2.609526606211067e-05
card4_ohe___MISSING__,0.0
id_01_ohe___MISSING__,0.0
id_11_ohe_94.29000091552734,0.0
id_11_ohe_95.08000183105469,0.0
id_11_ohe_96.72000122070312,0.0
id_11_ohe_97.5,0.0
id_11_ohe___MISSING__,0.0
id_12_ohe___MISSING__,0.0
id_17_ohe_110.0,0.0
id_17_ohe_199.0,0.0
id_28_ohe___MISSING__,0.0
id_29_ohe_NotFound,0.0
id_29_ohe___MISSING__,0.0
id_35_ohe_T,0.0
id_35_ohe___MISSING__,0.0
productcd_ohe_C,0.0
productcd_ohe_W,0.0
transactionamt_imputed,0.0
v257_imputed,0.0
